"x"
"176","cg00539716"
"177","cg00540544"
"178","cg00546491"
"179","cg00546897"
"180","cg00547018"
"181","cg00547789"
"182","cg00547829"
"183","cg00554250"
"184","cg00554682"
"185","cg00554702"
"186","cg00563229"
"187","cg00563845"
"188","cg00566759"
"189","cg00568128"
"190","cg00573606"
"191","cg00576250"
"192","cg00577464"
"193","cg00584022"
"194","cg00585846"
"195","cg00594118"
"196","cg00605270"
"197","cg00613255"
"198","cg00616129"
"199","cg00616135"
"200","cg00617305"
"201","cg00619207"
"202","cg00620223"
"203","cg00620629"
"204","cg00622677"
"205","cg00626119"
"206","cg00626466"
"207","cg00630249"
"208","cg00636639"
"209","cg00638514"
"210","cg00643392"
"211","cg00647741"
"212","cg00651216"
"213","cg00655307"
"214","cg00657582"
"215","cg00659953"
"216","cg00660989"
"217","cg00661485"
"218","cg00665395"
"219","cg00672638"
"220","cg00673020"
"221","cg00676660"
"222","cg00677811"
"223","cg00678539"
"224","cg00679738"
"225","cg00685836"
"226","cg00687674"
"227","cg00688421"
"228","cg00689010"
"229","cg00689014"
"230","cg00695416"
"231","cg00702231"
"232","cg00704909"
"233","cg00707317"
"234","cg00712898"
"235","cg00718440"
"236","cg00720072"
"237","cg00724662"
"238","cg00727590"
"239","cg00729875"
"240","cg00733682"
"241","cg00737514"
"242","cg00739120"
"243","cg00741717"
"244","cg00743372"
"245","cg00745735"
"246","cg00746981"
"247","cg00747849"
"248","cg00755043"
"249","cg00756058"
"250","cg00768439"
"251","cg00769520"
"252","cg00777121"
"253","cg00782174"
"254","cg00783759"
"255","cg00792849"
"256","cg00804392"
"257","cg00810473"
"258","cg00811081"
"259","cg00814580"
"260","cg00815440"
"261","cg00815583"
"262","cg00816620"
"263","cg00818872"
"264","cg00822607"
"265","cg00826384"
"266","cg00832517"
"267","cg00833393"
"268","cg00834796"
"269","cg00838150"
"270","cg00839584"
"271","cg00840403"
"272","cg00840516"
"273","cg00842351"
"274","cg00846036"
"275","cg00848728"
"276","cg00849368"
"277","cg00850538"
"278","cg00853068"
"279","cg00856375"
"280","cg00858899"
"281","cg00859193"
"282","cg00861635"
"283","cg00864867"
"284","cg00871453"
"285","cg00873037"
"286","cg00873937"
"287","cg00884529"
"288","cg00885506"
"289","cg00887101"
"290","cg00891278"
"291","cg00891541"
"292","cg00893636"
"293","cg00895324"
"294","cg00897329"
"295","cg00899086"
"296","cg00901704"
"297","cg00901766"
"298","cg00902195"
"299","cg00905170"
"300","cg00910067"
"301","cg00916635"
"302","cg00918005"
"303","cg00918794"
"304","cg00922727"
"305","cg00925229"
"306","cg00925717"
"307","cg00930873"
"308","cg00932276"
"309","cg00933411"
"310","cg00936626"
"311","cg00940278"
"312","cg00940891"
"313","cg00941229"
"314","cg00943909"
"315","cg00947019"
"316","cg00947275"
"317","cg00950621"
"318","cg00962459"
"319","cg00962635"
"320","cg00964109"
"321","cg00968475"
"322","cg00973677"
"323","cg00976054"
"324","cg00981643"
"325","cg00983520"
"326","cg00987015"
"327","cg00987379"
"328","cg00995152"
"329","cg00995520"
"330","cg00997424"
"331","cg01009664"
"332","cg01013324"
"333","cg01015879"
"334","cg01021485"
"335","cg01025762"
"336","cg01027739"
"337","cg01029592"
"338","cg01031251"
"339","cg01033160"
"340","cg01036148"
"341","cg01040759"
"342","cg01044662"
"343","cg01044722"
"344","cg01045423"
"345","cg01046174"
"346","cg01049530"
"347","cg01053621"
"348","cg01057962"
"349","cg01063813"
"350","cg01064307"
"351","cg01078276"
"352","cg01078871"
"353","cg01080862"
"354","cg01081263"
"355","cg01086895"
"356","cg01086978"
"357","cg01087382"
"358","cg01090445"
"359","cg01103730"
"360","cg01104423"
"361","cg01107031"
"362","cg01110846"
"363","cg01112778"
"364","cg01114088"
"365","cg01116966"
"366","cg01119135"
"367","cg01120308"
"368","cg01120898"
"369","cg01124961"
"370","cg01129459"
"371","cg01129847"
"372","cg01130192"
"373","cg01134491"
"374","cg01135200"
"375","cg01137532"
"376","cg01139966"
"377","cg01144286"
"378","cg01145396"
"379","cg01152499"
"380","cg01154193"
"381","cg01161597"
"382","cg01166674"
"383","cg01168201"
"384","cg01169624"
"385","cg01169726"
"386","cg01173291"
"387","cg01176271"
"388","cg01177524"
"389","cg01177956"
"390","cg01182697"
"391","cg01183669"
"392","cg01184522"
"393","cg01185080"
"394","cg01190915"
"395","cg01192900"
"396","cg01195014"
"397","cg01199721"
"398","cg01200060"
"399","cg01200177"
"400","cg01204985"
"401","cg01206472"
"402","cg01214321"
"403","cg01221484"
"404","cg01222684"
"405","cg01226811"
"406","cg01226883"
"407","cg01228636"
"408","cg01228667"
"409","cg01230160"
"410","cg01234063"
"411","cg01236137"
"412","cg01241375"
"413","cg01241836"
"414","cg01242619"
"415","cg01245656"
"416","cg01246254"
"417","cg01248426"
"418","cg01252496"
"419","cg01253545"
"420","cg01255349"
"421","cg01259619"
"422","cg01261503"
"423","cg01261535"
"424","cg01262913"
"425","cg01263716"
"426","cg01264826"
"427","cg01267315"
"428","cg01269795"
"429","cg01272601"
"430","cg01277844"
"431","cg01278291"
"432","cg01280080"
"433","cg01281904"
"434","cg01282074"
"435","cg01283289"
"436","cg01284619"
"437","cg01288067"
"438","cg01288598"
"439","cg01291404"
"440","cg01293647"
"441","cg01294695"
"442","cg01294702"
"443","cg01295203"
"444","cg01302245"
"445","cg01305421"
"446","cg01305547"
"447","cg01306510"
"448","cg01308501"
"449","cg01309671"
"450","cg01316516"
"451","cg01318557"
"452","cg01322897"
"453","cg01324261"
"454","cg01333011"
"455","cg01340005"
"456","cg01343729"
"457","cg01344171"
"458","cg01344452"
"459","cg01346589"
"460","cg01351032"
"461","cg01352108"
"462","cg01355520"
"463","cg01360325"
"464","cg01360768"
"465","cg01361446"
"466","cg01362183"
"467","cg01366407"
"468","cg01366419"
"469","cg01367992"
"470","cg01371258"
"471","cg01381846"
"472","cg01385430"
"473","cg01386493"
"474","cg01395672"
"475","cg01401376"
"476","cg01403114"
"477","cg01404197"
"478","cg01405107"
"479","cg01407244"
"480","cg01409734"
"481","cg01412445"
"482","cg01413314"
"483","cg01418124"
"484","cg01420388"
"485","cg01422136"
"486","cg01425405"
"487","cg01425670"
"488","cg01429181"
"489","cg01429321"
"490","cg01429996"
"491","cg01430807"
"492","cg01431114"
"493","cg01439669"
"494","cg01441777"
"495","cg01447498"
"496","cg01454004"
"497","cg01457080"
"498","cg01457653"
"499","cg01462829"
"500","cg01462904"
"501","cg01464985"
"502","cg01465620"
"503","cg01468868"
"504","cg01471713"
"505","cg01472101"
"506","cg01476044"
"507","cg01478450"
"508","cg01482279"
"509","cg01484156"
"510","cg01485645"
"511","cg01485998"
"512","cg01492649"
"513","cg01493517"
"514","cg01500140"
"515","cg01500567"
"516","cg01505176"
"517","cg01512854"
"518","cg01514487"
"519","cg01526089"
"520","cg01532080"
"521","cg01543654"
"522","cg01545079"
"523","cg01546430"
"524","cg01550148"
"525","cg01556075"
"526","cg01557297"
"527","cg01557667"
"528","cg01557989"
"529","cg01564343"
"530","cg01566170"
"531","cg01567482"
"532","cg01578324"
"533","cg01579216"
"534","cg01580888"
"535","cg01584473"
"536","cg01593190"
"537","cg01593886"
"538","cg01594214"
"539","cg01601573"
"540","cg01602416"
"541","cg01610488"
"542","cg01611640"
"543","cg01612158"
"544","cg01615704"
"545","cg01617750"
"546","cg01620308"
"547","cg01620785"
"548","cg01626197"
"549","cg01634119"
"550","cg01638735"
"551","cg01651364"
"552","cg01653110"
"553","cg01655355"
"554","cg01656470"
"555","cg01656853"
"556","cg01657207"
"557","cg01657408"
"558","cg01663570"
"559","cg01669948"
"560","cg01671881"
"561","cg01678893"
"562","cg01684579"
"563","cg01685739"
"564","cg01692572"
"565","cg01692815"
"566","cg01693108"
"567","cg01693157"
"568","cg01699584"
"569","cg01705458"
"570","cg01714932"
"571","cg01718602"
"572","cg01720228"
"573","cg01722994"
"574","cg01723747"
"575","cg01724150"
"576","cg01726767"
"577","cg01737507"
"578","cg01738359"
"579","cg01743370"
"580","cg01745448"
"581","cg01745510"
"582","cg01745657"
"583","cg01746088"
"584","cg01753595"
"585","cg01755369"
"586","cg01756060"
"587","cg01762581"
"588","cg01769037"
"589","cg01773854"
"590","cg01776246"
"591","cg01780107"
"592","cg01784199"
"593","cg01785568"
"594","cg01787047"
"595","cg01788438"
"596","cg01791232"
"597","cg01795122"
"598","cg01795697"
"599","cg01797043"
"600","cg01797527"
"601","cg01800843"
"602","cg01802653"
"603","cg01803238"
"604","cg01806928"
"605","cg01808090"
"606","cg01808508"
"607","cg01809579"
"608","cg01816336"
"609","cg01820374"
"610","cg01824804"
"611","cg01833398"
"612","cg01837719"
"613","cg01839464"
"614","cg01848594"
"615","cg01851208"
"616","cg01851385"
"617","cg01851399"
"618","cg01853981"
"619","cg01856985"
"620","cg01858173"
"621","cg01860753"
"622","cg01866521"
"623","cg01868128"
"624","cg01875775"
"625","cg01876612"
"626","cg01882150"
"627","cg01883521"
"628","cg01885202"
"629","cg01888411"
"630","cg01888566"
"631","cg01888601"
"632","cg01892528"
"633","cg01892727"
"634","cg01907837"
"635","cg01909487"
"636","cg01911082"
"637","cg01918706"
"638","cg01918888"
"639","cg01919208"
"640","cg01920232"
"641","cg01928902"
"642","cg01934790"
"643","cg01936270"
"644","cg01938354"
"645","cg01942127"
"646","cg01943185"
"647","cg01944444"
"648","cg01945391"
"649","cg01946401"
"650","cg01947224"
"651","cg01958916"
"652","cg01962969"
"653","cg01965939"
"654","cg01968793"
"655","cg01971122"
"656","cg01979004"
"657","cg01980222"
"658","cg01985396"
"659","cg01986577"
"660","cg01989224"
"661","cg01991383"
"662","cg01992081"
"663","cg01994328"
"664","cg01998146"
"665","cg02004156"
"666","cg02007844"
"667","cg02008154"
"668","cg02008169"
"669","cg02016419"
"670","cg02017109"
"671","cg02019333"
"672","cg02021817"
"673","cg02022375"
"674","cg02032115"
"675","cg02032561"
"676","cg02034222"
"677","cg02037013"
"678","cg02039171"
"679","cg02043083"
"680","cg02044879"
"681","cg02046017"
"682","cg02046340"
"683","cg02053171"
"684","cg02055483"
"685","cg02055963"
"686","cg02060698"
"687","cg02060988"
"688","cg02062650"
"689","cg02065387"
"690","cg02065795"
"691","cg02068676"
"692","cg02071074"
"693","cg02071305"
"694","cg02094237"
"695","cg02100629"
"696","cg02100828"
"697","cg02101486"
"698","cg02105377"
"699","cg02105856"
"700","cg02111587"
"701","cg02119229"
"702","cg02125271"
"703","cg02131399"
"704","cg02131853"
"705","cg02132188"
"706","cg02144933"
"707","cg02153528"
"708","cg02154074"
"709","cg02154186"
"710","cg02154956"
"711","cg02161900"
"712","cg02162069"
"713","cg02162412"
"714","cg02162950"
"715","cg02164046"
"716","cg02164386"
"717","cg02165720"
"718","cg02169446"
"719","cg02170525"
"720","cg02171008"
"721","cg02173484"
"722","cg02178898"
"723","cg02186298"
"724","cg02189785"
"725","cg02192520"
"726","cg02200132"
"727","cg02204046"
"728","cg02205739"
"729","cg02215538"
"730","cg02217814"
"731","cg02224920"
"732","cg02225847"
"733","cg02226939"
"734","cg02227605"
"735","cg02228185"
"736","cg02229516"
"737","cg02237186"
"738","cg02238747"
"739","cg02241586"
"740","cg02244695"
"741","cg02245378"
"742","cg02251134"
"743","cg02254407"
"744","cg02254649"
"745","cg02255732"
"746","cg02260587"
"747","cg02265318"
"748","cg02268424"
"749","cg02273078"
"750","cg02275294"
"751","cg02275830"
"752","cg02277509"
"753","cg02278165"
"754","cg02282237"
"755","cg02283643"
"756","cg02296128"
"757","cg02298612"
"758","cg02299279"
"759","cg02310296"
"760","cg02312751"
"761","cg02314308"
"762","cg02316718"
"763","cg02317907"
"764","cg02318426"
"765","cg02320454"
"766","cg02321871"
"767","cg02323334"
"768","cg02326006"
"769","cg02327719"
"770","cg02329886"
"771","cg02332525"
"772","cg02332537"
"773","cg02334775"
"774","cg02335804"
"775","cg02336128"
"776","cg02337166"
"777","cg02342494"
"778","cg02360836"
"779","cg02361363"
"780","cg02361557"
"781","cg02364038"
"782","cg02374486"
"783","cg02376703"
"784","cg02385791"
"785","cg02387613"
"786","cg02393447"
"787","cg02398725"
"788","cg02399449"
"789","cg02400248"
"790","cg02407785"
"791","cg02409351"
"792","cg02413850"
"793","cg02416716"
"794","cg02417408"
"795","cg02420102"
"796","cg02421543"
"797","cg02426410"
"798","cg02430692"
"799","cg02436686"
"800","cg02441647"
"801","cg02447314"
"802","cg02449978"
"803","cg02450959"
"804","cg02453653"
"805","cg02460120"
"806","cg02460349"
"807","cg02470959"
"808","cg02489552"
"809","cg02492740"
"810","cg02497175"
"811","cg02497428"
"812","cg02498063"
"813","cg02499249"
"814","cg02501779"
"815","cg02503850"
"816","cg02504465"
"817","cg02506728"
"818","cg02507175"
"819","cg02508567"
"820","cg02510853"
"821","cg02512860"
"822","cg02513045"
"823","cg02515725"
"824","cg02517489"
"825","cg02523617"
"826","cg02525396"
"827","cg02527529"
"828","cg02539714"
"829","cg02545192"
"830","cg02548238"
"831","cg02550200"
"832","cg02552945"
"833","cg02553486"
"834","cg02555579"
"835","cg02556718"
"836","cg02558133"
"837","cg02566518"
"838","cg02569333"
"839","cg02575859"
"840","cg02577849"
"841","cg02582608"
"842","cg02583151"
"843","cg02589695"
"844","cg02595219"
"845","cg02597128"
"846","cg02599464"
"847","cg02600515"
"848","cg02602411"
"849","cg02602864"
"850","cg02603784"
"851","cg02604290"
"852","cg02611863"
"853","cg02612026"
"854","cg02613803"
"855","cg02620228"
"856","cg02620470"
"857","cg02624129"
"858","cg02629761"
"859","cg02630888"
"860","cg02635407"
"861","cg02649608"
"862","cg02658214"
"863","cg02659086"
"864","cg02665570"
"865","cg02668581"
"866","cg02672220"
"867","cg02674804"
"868","cg02676865"
"869","cg02679745"
"870","cg02686662"
"871","cg02688643"
"872","cg02689825"
"873","cg02690554"
"874","cg02691091"
"875","cg02693857"
"876","cg02699645"
"877","cg02702510"
"878","cg02709261"
"879","cg02713563"
"880","cg02715140"
"881","cg02717046"
"882","cg02718531"
"883","cg02720618"
"884","cg02725014"
"885","cg02725692"
"886","cg02727285"
"887","cg02729303"
"888","cg02732509"
"889","cg02735486"
"890","cg02740128"
"891","cg02740947"
"892","cg02741744"
"893","cg02742971"
"894","cg02744459"
"895","cg02748539"
"896","cg02751839"
"897","cg02764897"
"898","cg02765328"
"899","cg02770814"
"900","cg02775617"
"901","cg02780295"
"902","cg02780988"
"903","cg02786019"
"904","cg02788090"
"905","cg02795624"
"906","cg02801598"
"907","cg02804166"
"908","cg02806093"
"909","cg02809263"
"910","cg02810773"
"911","cg02811755"
"912","cg02813021"
"913","cg02813863"
"914","cg02815516"
"915","cg02831294"
"916","cg02831393"
"917","cg02831604"
"918","cg02833725"
"919","cg02838492"
"920","cg02838877"
"921","cg02844545"
"922","cg02854288"
"923","cg02865818"
"924","cg02867079"
"925","cg02868306"
"926","cg02870945"
"927","cg02874605"
"928","cg02878987"
"929","cg02883230"
"930","cg02887841"
"931","cg02900980"
"932","cg02901122"
"933","cg02902770"
"934","cg02904235"
"935","cg02905245"
"936","cg02907300"
"937","cg02913089"
"938","cg02914379"
"939","cg02917381"
"940","cg02917972"
"941","cg02921257"
"942","cg02930996"
"943","cg02938601"
"944","cg02939139"
"945","cg02941816"
"946","cg02942159"
"947","cg02968557"
"948","cg02973263"
"949","cg02975259"
"950","cg02976090"
"951","cg02981853"
"952","cg02987051"
"953","cg02989257"
"954","cg02989940"
"955","cg02992596"
"956","cg02995130"
"957","cg02995295"
"958","cg03000603"
"959","cg03000846"
"960","cg03001647"
"961","cg03003060"
"962","cg03014628"
"963","cg03017264"
"964","cg03020597"
"965","cg03020951"
"966","cg03022541"
"967","cg03027037"
"968","cg03028472"
"969","cg03032025"
"970","cg03038003"
"971","cg03039172"
"972","cg03041841"
"973","cg03048535"
"974","cg03057808"
"975","cg03059018"
"976","cg03059528"
"977","cg03060925"
"978","cg03062665"
"979","cg03064241"
"980","cg03065202"
"981","cg03072102"
"982","cg03072378"
"983","cg03073814"
"984","cg03076871"
"985","cg03085312"
"986","cg03085637"
"987","cg03086563"
"988","cg03098361"
"989","cg03098721"
"990","cg03099492"
"991","cg03099771"
"992","cg03100196"
"993","cg03103192"
"994","cg03104936"
"995","cg03109047"
"996","cg03109066"
"997","cg03112433"
"998","cg03112782"
"999","cg03117949"
"1000","cg03125090"
"1001","cg03126490"
"1002","cg03127334"
"1003","cg03132911"
"1004","cg03135127"
"1005","cg03138091"
"1006","cg03138405"
"1007","cg03140096"
"1008","cg03143849"
"1009","cg03146158"
"1010","cg03148461"
"1011","cg03149130"
"1012","cg03157149"
"1013","cg03159836"
"1014","cg03160135"
"1015","cg03160740"
"1016","cg03161112"
"1017","cg03164831"
"1018","cg03165700"
"1019","cg03166779"
"1020","cg03168582"
"1021","cg03169715"
"1022","cg03173722"
"1023","cg03176585"
"1024","cg03177025"
"1025","cg03184439"
"1026","cg03188118"
"1027","cg03199651"
"1028","cg03201604"
"1029","cg03205208"
"1030","cg03209127"
"1031","cg03214212"
"1032","cg03218374"
"1033","cg03218909"
"1034","cg03221676"
"1035","cg03221776"
"1036","cg03229887"
"1037","cg03240509"
"1038","cg03242666"
"1039","cg03245962"
"1040","cg03251655"
"1041","cg03256955"
"1042","cg03259469"
"1043","cg03261004"
"1044","cg03262918"
"1045","cg03264414"
"1046","cg03266453"
"1047","cg03266904"
"1048","cg03270167"
"1049","cg03272031"
"1050","cg03273615"
"1051","cg03274876"
"1052","cg03276813"
"1053","cg03283569"
"1054","cg03283842"
"1055","cg03293882"
"1056","cg03294619"
"1057","cg03297731"
"1058","cg03298413"
"1059","cg03309050"
"1060","cg03309967"
"1061","cg03310469"
"1062","cg03312124"
"1063","cg03316864"
"1064","cg03332271"
"1065","cg03340261"
"1066","cg03343942"
"1067","cg03349953"
"1068","cg03354519"
"1069","cg03359285"
"1070","cg03361068"
"1071","cg03363175"
"1072","cg03365354"
"1073","cg03365432"
"1074","cg03365437"
"1075","cg03366382"
"1076","cg03366677"
"1077","cg03371205"
"1078","cg03371306"
"1079","cg03379131"
"1080","cg03387723"
"1081","cg03389111"
"1082","cg03391040"
"1083","cg03391568"
"1084","cg03392046"
"1085","cg03395898"
"1086","cg03402775"
"1087","cg03405173"
"1088","cg03418289"
"1089","cg03437318"
"1090","cg03438515"
"1091","cg03439703"
"1092","cg03442064"
"1093","cg03443922"
"1094","cg03445474"
"1095","cg03447931"
"1096","cg03455458"
"1097","cg03460682"
"1098","cg03464416"
"1099","cg03464655"
"1100","cg03464689"
"1101","cg03473518"
"1102","cg03476195"
"1103","cg03478689"
"1104","cg03479797"
"1105","cg03484533"
"1106","cg03490115"
"1107","cg03494005"
"1108","cg03496978"
"1109","cg03504078"
"1110","cg03521347"
"1111","cg03521600"
"1112","cg03522063"
"1113","cg03522216"
"1114","cg03522910"
"1115","cg03524308"
"1116","cg03524627"
"1117","cg03531512"
"1118","cg03533058"
"1119","cg03536787"
"1120","cg03538436"
"1121","cg03539474"
"1122","cg03547924"
"1123","cg03549571"
"1124","cg03550002"
"1125","cg03550508"
"1126","cg03552103"
"1127","cg03554914"
"1128","cg03560090"
"1129","cg03562120"
"1130","cg03565081"
"1131","cg03565323"
"1132","cg03568064"
"1133","cg03575468"
"1134","cg03580351"
"1135","cg03583857"
"1136","cg03586879"
"1137","cg03593419"
"1138","cg03594044"
"1139","cg03595428"
"1140","cg03600318"
"1141","cg03600687"
"1142","cg03608577"
"1143","cg03617456"
"1144","cg03619472"
"1145","cg03627896"
"1146","cg03631076"
"1147","cg03633120"
"1148","cg03640568"
"1149","cg03640944"
"1150","cg03641225"
"1151","cg03642518"
"1152","cg03643709"
"1153","cg03657766"
"1154","cg03663715"
"1155","cg03664800"
"1156","cg03670238"
"1157","cg03672021"
"1158","cg03673470"
"1159","cg03682712"
"1160","cg03690162"
"1161","cg03691812"
"1162","cg03693601"
"1163","cg03694261"
"1164","cg03697316"
"1165","cg03698393"
"1166","cg03699566"
"1167","cg03699904"
"1168","cg03700218"
"1169","cg03703325"
"1170","cg03708463"
"1171","cg03716999"
"1172","cg03724445"
"1173","cg03724882"
"1174","cg03732056"
"1175","cg03732295"
"1176","cg03732545"
"1177","cg03735049"
"1178","cg03737135"
"1179","cg03740216"
"1180","cg03742003"
"1181","cg03742214"
"1182","cg03746685"
"1183","cg03750606"
"1184","cg03752689"
"1185","cg03756121"
"1186","cg03759077"
"1187","cg03761560"
"1188","cg03764161"
"1189","cg03764352"
"1190","cg03764506"
"1191","cg03764585"
"1192","cg03766998"
"1193","cg03770147"
"1194","cg03771255"
"1195","cg03773789"
"1196","cg03774732"
"1197","cg03776464"
"1198","cg03777405"
"1199","cg03780486"
"1200","cg03780733"
"1201","cg03782453"
"1202","cg03782727"
"1203","cg03787486"
"1204","cg03788666"
"1205","cg03792653"
"1206","cg03793778"
"1207","cg03799530"
"1208","cg03801144"
"1209","cg03802191"
"1210","cg03803589"
"1211","cg03804985"
"1212","cg03805684"
"1213","cg03807235"
"1214","cg03811411"
"1215","cg03812679"
"1216","cg03813215"
"1217","cg03814826"
"1218","cg03815350"
"1219","cg03817621"
"1220","cg03825921"
"1221","cg03833566"
"1222","cg03835332"
"1223","cg03837750"
"1224","cg03839341"
"1225","cg03840259"
"1226","cg03846288"
"1227","cg03847636"
"1228","cg03852570"
"1229","cg03853987"
"1230","cg03854071"
"1231","cg03856450"
"1232","cg03860466"
"1233","cg03860890"
"1234","cg03870261"
"1235","cg03870862"
"1236","cg03875678"
"1237","cg03877802"
"1238","cg03878377"
"1239","cg03879294"
"1240","cg03885639"
"1241","cg03886898"
"1242","cg03887534"
"1243","cg03887787"
"1244","cg03897136"
"1245","cg03902905"
"1246","cg03905094"
"1247","cg03907363"
"1248","cg03908676"
"1249","cg03910901"
"1250","cg03914452"
"1251","cg03918304"
"1252","cg03919781"
"1253","cg03920233"
"1254","cg03923277"
"1255","cg03923464"
"1256","cg03923934"
"1257","cg03925809"
"1258","cg03930357"
"1259","cg03934354"
"1260","cg03942436"
"1261","cg03943081"
"1262","cg03944089"
"1263","cg03945021"
"1264","cg03945800"
"1265","cg03952109"
"1266","cg03955296"
"1267","cg03958426"
"1268","cg03959219"
"1269","cg03962522"
"1270","cg03966406"
"1271","cg03970351"
"1272","cg03972838"
"1273","cg03973663"
"1274","cg03975345"
"1275","cg03976567"
"1276","cg03977657"
"1277","cg03977782"
"1278","cg03980304"
"1279","cg03986640"
"1280","cg03989569"
"1281","cg03992069"
"1282","cg03994908"
"1283","cg03999420"
"1284","cg04001842"
"1285","cg04014889"
"1286","cg04016326"
"1287","cg04025590"
"1288","cg04025889"
"1289","cg04026012"
"1290","cg04032226"
"1291","cg04032871"
"1292","cg04037228"
"1293","cg04039397"
"1294","cg04044561"
"1295","cg04044684"
"1296","cg04047710"
"1297","cg04048218"
"1298","cg04051458"
"1299","cg04058675"
"1300","cg04059714"
"1301","cg04060275"
"1302","cg04063348"
"1303","cg04065065"
"1304","cg04070847"
"1305","cg04072323"
"1306","cg04076481"
"1307","cg04084172"
"1308","cg04088433"
"1309","cg04096365"
"1310","cg04096767"
"1311","cg04099420"
"1312","cg04101379"
"1313","cg04106641"
"1314","cg04107037"
"1315","cg04108502"
"1316","cg04111761"
"1317","cg04114315"
"1318","cg04117338"
"1319","cg04118154"
"1320","cg04118884"
"1321","cg04119538"
"1322","cg04126335"
"1323","cg04126866"
"1324","cg04128563"
"1325","cg04133652"
"1326","cg04137116"
"1327","cg04137128"
"1328","cg04145477"
"1329","cg04156850"
"1330","cg04166304"
"1331","cg04167054"
"1332","cg04171565"
"1333","cg04177705"
"1334","cg04180868"
"1335","cg04183933"
"1336","cg04195127"
"1337","cg04195527"
"1338","cg04200192"
"1339","cg04206644"
"1340","cg04217178"
"1341","cg04217218"
"1342","cg04219321"
"1343","cg04228573"
"1344","cg04228628"
"1345","cg04229238"
"1346","cg04230060"
"1347","cg04230869"
"1348","cg04232649"
"1349","cg04237663"
"1350","cg04238548"
"1351","cg04240200"
"1352","cg04251662"
"1353","cg04255048"
"1354","cg04259560"
"1355","cg04262565"
"1356","cg04263186"
"1357","cg04265576"
"1358","cg04267184"
"1359","cg04268405"
"1360","cg04270799"
"1361","cg04273431"
"1362","cg04273556"
